RowNum,TimeStamp,Sent,AmpHoursDCBus,BackEMFMotorImag,BackEMFMotorReal,CarGear,CurrentBattery,CurrentBus,CurrentMotorImag,CurrentMotorReal,CurrentPhaseA,CurrentPhaseB,CurrentRequested,EnableRegen,FanDrivePercent,FanDriveRPM,Odometer,PotAccel,PotRegen,TempAirInlet,TempAirOutlet,TempAvg,TempCapacitor,TemperatureCell01,TemperatureCell02,TemperatureCell03,TemperatureCell04,TempHeatsink,TempMax,TempMin,TempMotor,TempProcessor,VelocityMotor,VelocityVehicle,VoltageAvg,VoltageBattery,VoltageBus,VoltageCell01,VoltageCell02,VoltageCell03,VoltageCell04,VoltageCell05,VoltageCell06,VoltageCell07,VoltageCell08,VoltageCell09,VoltageCell10,VoltageCell11,VoltageCell12,VoltageCell13,VoltageCell14,VoltageCell15,VoltageCell16,VoltageCell17,VoltageCell18,VoltageCell19,VoltageCell20,VoltageCell21,VoltageCell22,VoltageCell23,VoltageCell24,VoltageCell25,VoltageCell26,VoltageCell27,VoltageCell28,VoltageCell29,VoltageCell30,VoltageCell31,VoltageCell32,VoltageFifteenVSupply,VoltageMax,VoltageMin,VoltageMotorImag,VoltageMotorReal,VoltageOnePtSixtyFiveVRef,VoltageOnePtTwoVSupply,VoltageTwoPtFiveVSupply
1871,2015-10-18 16:34:27.137000000,0,0,0,0,0000000000000008,-165.84000000000000,0,0,0,0.32589531199999999,0.37463379200000002,.00000000000000,,0,2843.9944,-3.3238726000000003E-2,1.30303030303030,.00000000000000,14.435700000000001,-19.451989999999999,,-19.451989999999999,-400.00000000000000,-400.00000000000000,-400.00000000000000,-400.00000000000000,15.703279999999999,.00000000000000,-400.00000000000000,257.36849999999998,19.08511,0,0,,127490.78000000000000,128.04923199999999,3827.00000000000000,3937.00000000000000,3916.00000000000000,3926.00000000000000,3981.00000000000000,4029.60000000000000,4074.00000000000000,4113.80000000000000,3971.00000000000000,3982.00000000000000,4009.00000000000000,4061.00000000000000,4107.00000000000000,4099.00000000000000,4046.80000000000000,4068.00000000000000,3943.60000000000000,3933.00000000000000,3889.00000000000000,3934.00000000000000,3991.00000000000000,4063.00000000000000,4073.00000000000000,4113.00000000000000,3984.00000000000000,3997.00000000000000,4032.00000000000000,4053.00000000000000,4101.00000000000000,4099.00000000000000,4110.00000000000000,4126.33333333333333,14.988688,4127.00000000000000,.00000000000000,0.41717337999999998,0,1.64343060000000,1.20994380000000,2.4896796000000001
1872,2015-10-18 16:34:32.160000000,0,0,0,0,0000000000000008,-167.36000000000000,0,0,0,0.32751560000000002,0.36680030800000002,.00000000000000,,0,2850.0369999999998,-2.7681979999999998E-2,1.33333333333333,.00000000000000,14.435700000000001,-19.451989999999999,,-19.451989999999999,-400.00000000000000,-400.00000000000000,-400.00000000000000,-400.00000000000000,15.687264000000001,.00000000000000,-400.00000000000000,257.36849999999998,19.08511,0,0,,127491.30000000000000,128.05358799999999,3827.00000000000000,3937.00000000000000,3916.00000000000000,3926.00000000000000,3981.00000000000000,4029.66666666666667,4074.00000000000000,4113.66666666666667,3971.00000000000000,3982.00000000000000,4009.00000000000000,4061.00000000000000,4107.00000000000000,4099.00000000000000,4046.83333333333333,4068.00000000000000,3943.50000000000000,3933.00000000000000,3889.00000000000000,3934.00000000000000,3991.00000000000000,4063.00000000000000,4073.00000000000000,4113.00000000000000,3984.00000000000000,3997.00000000000000,4032.00000000000000,4053.00000000000000,4101.00000000000000,4099.00000000000000,4110.00000000000000,4126.40000000000000,14.988104,4127.00000000000000,.00000000000000,0.41720962,0,1.64336060000000,1.20990820000000,2.4895786000000002
1873,2015-10-18 16:34:37.173000000,0,0,0,0,0000000000000008,-170.17647058823529,0,0,0,0.33938980800000002,0.37616538799999999,.00000000000000,,0,2843.9944,-3.8790890000000001E-2,1.35294117647059,.00000000000000,14.39664,-19.451989999999999,,-19.451989999999999,-400.00000000000000,-400.00000000000000,-400.00000000000000,-400.00000000000000,15.66324,.00000000000000,-400.00000000000000,257.36849999999998,19.0441,0,0,,127489.11764705882353,128.05369200000001,3827.00000000000000,3937.00000000000000,3916.00000000000000,3926.00000000000000,3981.00000000000000,4029.66666666666667,4074.00000000000000,4114.00000000000000,3971.00000000000000,3982.00000000000000,4009.00000000000000,4061.00000000000000,4107.00000000000000,4099.00000000000000,4047.00000000000000,4068.16666666666667,3943.83333333333333,3933.00000000000000,3889.00000000000000,3934.00000000000000,3991.16666666666667,4063.00000000000000,4073.00000000000000,4113.00000000000000,3984.00000000000000,3997.00000000000000,4032.00000000000000,4053.00000000000000,4101.00000000000000,4099.00000000000000,4110.00000000000000,4127.00000000000000,14.988856,4127.00000000000000,.00000000000000,0.41811514,0,1.64354100000000,1.20995400000000,2.489697
1874,2015-10-18 16:34:42.180000000,0,0,0,0,0000000000000008,-169.06000000000000,0,0,0,0.34298514000000002,0.35415458,.00000000000000,,0,2850.0369999999998,-3.3225501999999997E-2,1.24242424242424,.00000000000000,14.39664,-19.451989999999999,,-19.451989999999999,-400.00000000000000,-400.00000000000000,-400.00000000000000,-400.00000000000000,15.66324,.00000000000000,-400.00000000000000,256.56439999999998,19.0441,0,0,,127489.86000000000000,128.05244400000001,3827.00000000000000,3937.00000000000000,3916.00000000000000,3926.00000000000000,3981.00000000000000,4030.00000000000000,4074.00000000000000,4114.00000000000000,3971.00000000000000,3982.00000000000000,4009.00000000000000,4061.00000000000000,4107.00000000000000,4099.00000000000000,4047.00000000000000,4068.00000000000000,3944.00000000000000,3933.00000000000000,3889.00000000000000,3934.00000000000000,3991.00000000000000,4063.00000000000000,4073.00000000000000,4113.00000000000000,3984.00000000000000,3997.00000000000000,4032.00000000000000,4053.00000000000000,4101.00000000000000,4099.00000000000000,4110.00000000000000,4126.33333333333333,14.988822000000001,4127.00000000000000,.00000000000000,0.41712379599999999,0,1.64349360000000,1.20994300000000,2.4896940000000001
1875,2015-10-18 16:34:47.190000000,0,0,0,0,0000000000000008,-166.18000000000000,0,0,0,0.32937335600000001,0.36431788799999998,.00000000000000,,0,2843.9944,-5.5445349999999997E-2,1.27272727272727,.00000000000000,14.3566,-19.451989999999999,,-19.451989999999999,-400.00000000000000,-400.00000000000000,-400.00000000000000,-400.00000000000000,15.631992,.00000000000000,-400.00000000000000,257.36849999999998,19.003080000000001,0,0,,127489.86000000000000,128.070348,3827.00000000000000,3937.00000000000000,3916.00000000000000,3926.00000000000000,3981.00000000000000,4030.00000000000000,4074.00000000000000,4114.00000000000000,3971.00000000000000,3982.00000000000000,4009.00000000000000,4061.00000000000000,4107.00000000000000,4099.00000000000000,4047.00000000000000,4068.50000000000000,3943.66666666666667,3933.00000000000000,3889.00000000000000,3934.00000000000000,3991.00000000000000,4063.00000000000000,4073.00000000000000,4113.00000000000000,3984.00000000000000,3997.00000000000000,4032.00000000000000,4053.00000000000000,4101.00000000000000,4099.00000000000000,4110.00000000000000,4126.60000000000000,14.991038,4127.00000000000000,.00000000000000,0.41888141600000001,0,1.64376260000000,1.21024040000000,2.4900524000000002
1876,2015-10-18 16:34:52.197000000,0,0,0,0,0000000000000008,-166.94000000000000,0,0,0,0.33573818799999999,0.35334586800000001,.00000000000000,,0,2850.0369999999998,-5.5445349999999997E-2,1.38235294117647,.00000000000000,14.3566,-19.451989999999999,,-19.451989999999999,-400.00000000000000,-400.00000000000000,-400.00000000000000,-400.00000000000000,15.624180000000001,.00000000000000,-400.00000000000000,256.56439999999998,19.003080000000001,0,0,,127488.28000000000000,128.05606399999999,3826.83333333333333,3937.00000000000000,3916.00000000000000,3926.00000000000000,3981.00000000000000,4029.66666666666667,4074.00000000000000,4113.83333333333333,3971.00000000000000,3982.00000000000000,4009.00000000000000,4061.00000000000000,4107.00000000000000,4099.00000000000000,4046.83333333333333,4068.33333333333333,3943.83333333333333,3933.00000000000000,3889.00000000000000,3934.00000000000000,3991.00000000000000,4063.00000000000000,4073.00000000000000,4113.00000000000000,3984.00000000000000,3997.00000000000000,4032.00000000000000,4053.00000000000000,4101.00000000000000,4099.00000000000000,4110.00000000000000,4127.00000000000000,14.989193999999999,4127.00000000000000,.00000000000000,0.41884994800000003,0,1.64357240000000,1.20995900000000,2.4897474000000002
1877,2015-10-18 16:34:57.203000000,0,0,0,0,0000000000000008,-169.82000000000000,0,0,0,0.34696006800000001,0.360760684,.00000000000000,,0,2850.0369999999998,-3.3222453999999998E-2,1.18181818181818,.00000000000000,14.3566,-19.451989999999999,,-19.451989999999999,-400.00000000000000,-400.00000000000000,-400.00000000000000,-400.00000000000000,15.624180000000001,.00000000000000,-400.00000000000000,257.36849999999998,19.003080000000001,0,0,,127487.64000000000000,128.06067999999999,3827.00000000000000,3937.00000000000000,3916.00000000000000,3926.00000000000000,3981.00000000000000,4029.40000000000000,4074.00000000000000,4113.60000000000000,3971.00000000000000,3982.00000000000000,4009.00000000000000,4061.00000000000000,4107.00000000000000,4099.00000000000000,4047.00000000000000,4068.20000000000000,3944.00000000000000,3933.00000000000000,3889.00000000000000,3934.00000000000000,3991.40000000000000,4063.00000000000000,4073.00000000000000,4113.00000000000000,3984.00000000000000,3997.00000000000000,4032.00000000000000,4053.00000000000000,4101.00000000000000,4099.00000000000000,4110.00000000000000,4126.33333333333333,14.989305999999999,4127.00000000000000,.00000000000000,0.417913912,0,1.64357340000000,1.21002540000000,2.4897947999999999
1878,2015-10-18 16:35:02.213000000,0,0,0,0,0000000000000008,-171.74000000000000,0,0,0,0.34213733600000001,0.37378882800000002,.00000000000000,,0,2843.9944,-0.02766673,1.39393939393939,.00000000000000,14.3566,-19.451989999999999,,-19.451989999999999,-400.00000000000000,-400.00000000000000,-400.00000000000000,-400.00000000000000,15.616172000000001,.00000000000000,-400.00000000000000,257.36849999999998,19.003080000000001,0,0,,127494.18000000000000,128.052796,3827.00000000000000,3937.00000000000000,3916.00000000000000,3926.00000000000000,3981.00000000000000,4030.00000000000000,4074.00000000000000,4113.83333333333333,3971.00000000000000,3982.00000000000000,4009.16666666666667,4061.00000000000000,4107.00000000000000,4099.00000000000000,4047.00000000000000,4068.16666666666667,3944.00000000000000,3933.00000000000000,3889.00000000000000,3934.00000000000000,3991.16666666666667,4063.00000000000000,4073.00000000000000,4113.00000000000000,3984.00000000000000,3997.00000000000000,4032.00000000000000,4053.20000000000000,4101.00000000000000,4099.00000000000000,4110.00000000000000,4126.60000000000000,14.988282,4127.00000000000000,.00000000000000,0.417408944,0,1.64344180000000,1.20991980000000,2.489636
1879,2015-10-18 16:35:07.220000000,0,0,0,0,0000000000000008,-172.30000000000000,0,0,0,0.308617588,0.36466884799999999,.00000000000000,,0,2850.0369999999998,-0.02766673,1.44117647058824,.00000000000000,14.3566,-19.451989999999999,,-19.451989999999999,-400.00000000000000,-400.00000000000000,-400.00000000000000,-400.00000000000000,15.592148,.00000000000000,-400.00000000000000,257.36849999999998,18.963039999999999,0,0,,127496.10000000000000,128.04839999999999,3827.00000000000000,3937.00000000000000,3916.00000000000000,3926.00000000000000,3981.00000000000000,4030.00000000000000,4074.00000000000000,4113.83333333333333,3971.00000000000000,3982.00000000000000,4009.16666666666667,4061.00000000000000,4107.00000000000000,4099.00000000000000,4047.00000000000000,4068.66666666666667,3944.00000000000000,3933.00000000000000,3889.00000000000000,3934.00000000000000,3991.00000000000000,4063.00000000000000,4073.00000000000000,4113.00000000000000,3984.00000000000000,3997.00000000000000,4032.00000000000000,4053.00000000000000,4101.00000000000000,4099.00000000000000,4110.00000000000000,4127.00000000000000,14.987679999999999,4127.00000000000000,.00000000000000,0.41718435599999998,0,1.64330340000000,1.20981180000000,2.4895521999999999
1880,2015-10-18 16:35:12.227000000,0,0,0,0,0000000000000008,-168.92000000000000,0,0,0,0.34910011600000002,0.38684368800000002,.00000000000000,,0,2850.0369999999998,-2.7666219999999998E-2,1.36363636363636,.00000000000000,14.3566,-19.451989999999999,,-19.451989999999999,-400.00000000000000,-400.00000000000000,-400.00000000000000,-400.00000000000000,15.58414,.00000000000000,-400.00000000000000,257.36849999999998,18.963039999999999,0,0,,127488.94000000000000,128.06049200000001,3827.00000000000000,3937.00000000000000,3916.00000000000000,3926.00000000000000,3981.00000000000000,4030.00000000000000,4074.00000000000000,4113.80000000000000,3971.60000000000000,3982.00000000000000,4009.00000000000000,4061.00000000000000,4107.00000000000000,4099.00000000000000,4047.00000000000000,4068.60000000000000,3944.00000000000000,3933.00000000000000,3889.00000000000000,3934.00000000000000,3991.40000000000000,4063.00000000000000,4073.00000000000000,4113.00000000000000,3984.00000000000000,3997.00000000000000,4032.00000000000000,4053.16666666666667,4101.00000000000000,4099.00000000000000,4110.00000000000000,4126.66666666666667,14.98893,4127.00000000000000,.00000000000000,0.41803407599999998,0,1.64346620000000,1.20995020000000,2.4896842000000001
1881,2015-10-18 16:35:17.233000000,0,0,0,0,0000000000000008,-165.52000000000000,0,0,0,0.34598826799999999,0.36408042400000001,.00000000000000,,0,2850.0369999999998,-4.4329828000000002E-2,1.51515151515152,.00000000000000,14.27847,-19.451989999999999,,-19.451989999999999,-400.00000000000000,-400.00000000000000,-400.00000000000000,-400.00000000000000,15.576131999999999,.00000000000000,-400.00000000000000,257.36849999999998,18.963039999999999,0,0,,127487.34000000000000,128.053504,3827.00000000000000,3937.00000000000000,3916.16666666666667,3926.00000000000000,3981.00000000000000,4030.00000000000000,4074.00000000000000,4114.00000000000000,3971.50000000000000,3982.00000000000000,4009.00000000000000,4061.00000000000000,4107.00000000000000,4099.00000000000000,4047.00000000000000,4069.00000000000000,3944.00000000000000,3933.00000000000000,3889.00000000000000,3934.00000000000000,3991.33333333333333,4063.00000000000000,4073.00000000000000,4113.00000000000000,3984.00000000000000,3997.00000000000000,4032.00000000000000,4053.20000000000000,4101.00000000000000,4099.20000000000000,4110.00000000000000,4126.40000000000000,14.988452000000001,4127.00000000000000,.00000000000000,0.41868065999999998,0,1.64346720000000,1.20986220000000,2.4897014
1882,2015-10-18 16:35:22.220000000,0,0,0,0,0000000000000008,-166.70000000000000,0,0,0,0.327167508,0.361983308,.00000000000000,,0,2849.9452000000001,-5.5440259999999998E-2,1.39393939393939,.00000000000000,14.317539999999999,-19.451989999999999,,-19.451989999999999,-400.00000000000000,-400.00000000000000,-400.00000000000000,-400.00000000000000,15.5441,.00000000000000,-400.00000000000000,256.56439999999998,18.922029999999999,0,0,,127486.12000000000000,128.05333200000001,3827.00000000000000,3937.00000000000000,3916.20000000000000,3926.00000000000000,3981.00000000000000,4030.00000000000000,4074.00000000000000,4114.00000000000000,3971.00000000000000,3982.00000000000000,4009.00000000000000,4061.00000000000000,4107.00000000000000,4099.00000000000000,4047.00000000000000,4068.40000000000000,3944.00000000000000,3933.00000000000000,3889.00000000000000,3934.00000000000000,3991.80000000000000,4063.00000000000000,4073.00000000000000,4113.00000000000000,3984.00000000000000,3997.00000000000000,4032.00000000000000,4053.16666666666667,4101.00000000000000,4099.00000000000000,4110.00000000000000,4126.33333333333333,14.988058000000001,4127.00000000000000,.00000000000000,0.41916180400000003,0,1.64338960000000,1.20981480000000,2.4895725999999998
1883,2015-10-18 16:35:27.227000000,0,0,0,0,0000000000000008,-168.12000000000000,0,0,0,0.311652184,0.369241716,.00000000000000,,0,2843.9944,-5.5440259999999998E-2,1.35294117647059,.00000000000000,14.27847,-19.451989999999999,,-19.451989999999999,-400.00000000000000,-400.00000000000000,-400.00000000000000,-400.00000000000000,15.5441,.00000000000000,-400.00000000000000,256.56439999999998,18.922029999999999,0,0,,127486.46000000000000,128.05860000000001,3827.00000000000000,3937.00000000000000,3916.33333333333333,3926.00000000000000,3981.00000000000000,4030.00000000000000,4074.00000000000000,4114.00000000000000,3971.16666666666667,3982.00000000000000,4009.00000000000000,4061.00000000000000,4107.00000000000000,4099.00000000000000,4047.00000000000000,4068.83333333333333,3944.00000000000000,3933.00000000000000,3889.00000000000000,3934.00000000000000,3991.66666666666667,4063.00000000000000,4073.00000000000000,4113.00000000000000,3984.00000000000000,3997.00000000000000,4032.00000000000000,4053.80000000000000,4101.00000000000000,4099.20000000000000,4110.00000000000000,4126.60000000000000,14.988405999999999,4127.00000000000000,.00000000000000,0.418863292,0,1.64346560000000,1.20985020000000,2.4896674000000001
1884,2015-10-18 16:35:32.240000000,0,0,0,0,0000000000000008,-169.50000000000000,0,0,0,0.31924629999999998,0.37477874799999999,.00000000000000,,0,2850.0369999999998,-5.5440259999999998E-2,1.30303030303030,.00000000000000,14.27847,-19.451989999999999,,-19.451989999999999,-400.00000000000000,-400.00000000000000,-400.00000000000000,-400.00000000000000,15.5441,.00000000000000,-400.00000000000000,257.36849999999998,18.922029999999999,0,0,,127490.14000000000000,128.03883200000001,3827.00000000000000,3937.00000000000000,3916.33333333333333,3926.00000000000000,3981.00000000000000,4030.00000000000000,4074.00000000000000,4113.83333333333333,3971.33333333333333,3982.00000000000000,4009.33333333333333,4061.00000000000000,4107.00000000000000,4099.00000000000000,4047.00000000000000,4069.00000000000000,3944.00000000000000,3933.00000000000000,3889.00000000000000,3934.00000000000000,3991.83333333333333,4063.00000000000000,4073.00000000000000,4113.00000000000000,3984.00000000000000,3997.00000000000000,4032.00000000000000,4053.33333333333333,4101.00000000000000,4099.50000000000000,4110.00000000000000,4126.16666666666667,14.986298,4127.00000000000000,.00000000000000,0.41873550799999998,0,1.64317680000000,1.20959020000000,2.4893768000000001
1885,2015-10-18 16:35:37.240000000,0,0,0,0,0000000000000008,-169.68000000000000,0,0,0,0.3328937653846154,0.37926068846153843,.00000000000000,,0,2850.0369999999998,-5.5440259999999998E-2,1.36363636363636,.00000000000000,14.27847,-19.451989999999999,,-19.451989999999999,-400.00000000000000,-400.00000000000000,-400.00000000000000,-400.00000000000000,15.5441,.00000000000000,-400.00000000000000,256.56439999999998,18.922029999999999,0,0,,127491.74000000000000,128.05020384615383,3827.00000000000000,3937.00000000000000,3916.80000000000000,3926.00000000000000,3981.00000000000000,4030.00000000000000,4074.00000000000000,4114.00000000000000,3972.00000000000000,3982.00000000000000,4009.60000000000000,4061.00000000000000,4107.00000000000000,4099.00000000000000,4047.00000000000000,4069.00000000000000,3944.00000000000000,3933.00000000000000,3889.00000000000000,3934.00000000000000,3991.80000000000000,4063.00000000000000,4073.00000000000000,4113.00000000000000,3984.00000000000000,3997.00000000000000,4032.00000000000000,4053.50000000000000,4101.00000000000000,4099.00000000000000,4110.00000000000000,4126.33333333333333,14.987306,4127.00000000000000,.00000000000000,0.4193379346153846,0,1.64332580000000,1.20972820000000,2.4894506000000001
1886,2015-10-18 16:35:42.250000000,0,0,0,0,0000000000000008,-167.62000000000000,0,0,0,0.34347247199999997,0.38289451200000002,.00000000000000,,0,2850.0369999999998,-5.5440259999999998E-2,1.42424242424242,.00000000000000,14.27847,-19.451989999999999,,-19.451989999999999,-400.00000000000000,-400.00000000000000,-400.00000000000000,-400.00000000000000,15.505039999999999,.00000000000000,-400.00000000000000,256.56439999999998,18.88101,0,0,,127487.74000000000000,128.061408,3827.00000000000000,3937.00000000000000,3916.33333333333333,3926.00000000000000,3981.00000000000000,4030.00000000000000,4074.00000000000000,4114.00000000000000,3971.66666666666667,3982.00000000000000,4009.50000000000000,4061.00000000000000,4107.00000000000000,4099.00000000000000,4047.00000000000000,4069.00000000000000,3944.00000000000000,3933.00000000000000,3889.00000000000000,3934.00000000000000,3991.66666666666667,4063.00000000000000,4073.00000000000000,4113.00000000000000,3984.00000000000000,3997.00000000000000,4032.00000000000000,4053.00000000000000,4101.00000000000000,4099.00000000000000,4110.00000000000000,4126.00000000000000,14.989136,4126.00000000000000,.00000000000000,0.41913509599999998,0,1.64356980000000,1.20990920000000,2.4896820000000002
1887,2015-10-18 16:35:47.257000000,0,0,0,0,0000000000000008,-166.52000000000000,0,0,0,0.33280754000000001,0.37103557599999998,.00000000000000,,0,2843.9944,-5.5440259999999998E-2,1.41176470588235,.00000000000000,14.27847,-19.451989999999999,,-19.451989999999999,-400.00000000000000,-400.00000000000000,-400.00000000000000,-400.00000000000000,15.505039999999999,.00000000000000,-400.00000000000000,257.36849999999998,18.88101,0,0,,127489.24000000000000,128.06104400000001,3827.00000000000000,3937.00000000000000,3916.66666666666667,3926.00000000000000,3981.00000000000000,4030.00000000000000,4074.00000000000000,4114.00000000000000,3971.50000000000000,3982.00000000000000,4009.00000000000000,4061.00000000000000,4107.00000000000000,4099.00000000000000,4047.00000000000000,4069.00000000000000,3944.00000000000000,3933.00000000000000,3889.00000000000000,3934.00000000000000,3991.83333333333333,4063.00000000000000,4073.16666666666667,4113.00000000000000,3984.00000000000000,3997.00000000000000,4032.00000000000000,4053.83333333333333,4101.00000000000000,4099.66666666666667,4110.00000000000000,4126.16666666666667,14.988484,4127.00000000000000,.00000000000000,0.419811724,0,1.64350200000000,1.20987480000000,2.4896438000000001
1888,2015-10-18 16:35:52.263000000,0,0,0,0,0000000000000008,-166.66000000000000,0,0,0,0.35191057599999997,0.36774158400000001,.00000000000000,,0,2843.9944,-5.5440259999999998E-2,1.36363636363636,.00000000000000,14.238429999999999,-19.451989999999999,,-19.451989999999999,-400.00000000000000,-400.00000000000000,-400.00000000000000,-400.00000000000000,15.489024000000001,.00000000000000,-400.00000000000000,256.56439999999998,18.840969999999999,0,0,,127490.26000000000000,128.07974400000001,3827.00000000000000,3937.00000000000000,3917.00000000000000,3926.00000000000000,3981.00000000000000,4030.00000000000000,4074.00000000000000,4114.00000000000000,3971.80000000000000,3982.00000000000000,4009.40000000000000,4061.00000000000000,4107.00000000000000,4099.20000000000000,4047.00000000000000,4069.00000000000000,3944.00000000000000,3933.00000000000000,3889.00000000000000,3934.00000000000000,3991.80000000000000,4063.00000000000000,4073.00000000000000,4113.00000000000000,3984.00000000000000,3997.00000000000000,4032.00000000000000,4053.50000000000000,4101.00000000000000,4099.83333333333333,4110.00000000000000,4126.83333333333333,14.990594,4127.00000000000000,.00000000000000,0.418745056,0,1.64372920000000,1.21010840000000,2.4899406000000002
1889,2015-10-18 16:35:57.273000000,0,0,0,0,0000000000000008,-168.44000000000000,0,0,0,0.350558272,0.36043930000000002,.00000000000000,,0,2843.9944,-5.5440259999999998E-2,1.45454545454545,.00000000000000,14.238429999999999,-19.451989999999999,,-19.451989999999999,-400.00000000000000,-400.00000000000000,-400.00000000000000,-400.00000000000000,15.465,.00000000000000,-400.00000000000000,257.36849999999998,18.840969999999999,0,0,,127490.82000000000000,128.08278000000001,3827.00000000000000,3937.00000000000000,3917.00000000000000,3926.00000000000000,3981.00000000000000,4030.00000000000000,4074.00000000000000,4114.00000000000000,3971.66666666666667,3982.00000000000000,4009.33333333333333,4061.00000000000000,4107.00000000000000,4099.00000000000000,4047.00000000000000,4069.00000000000000,3944.00000000000000,3933.00000000000000,3889.00000000000000,3934.00000000000000,3991.83333333333333,4063.00000000000000,4073.00000000000000,4113.00000000000000,3984.00000000000000,3997.00000000000000,4032.00000000000000,4053.80000000000000,4101.00000000000000,4099.40000000000000,4110.00000000000000,4127.00000000000000,14.991626,4127.00000000000000,.00000000000000,0.41892957199999997,0,1.64391640000000,1.21028140000000,2.4900372000000002
1890,2015-10-18 16:36:02.280000000,0,0,0,0,0000000000000008,-170.42000000000000,0,0,0,0.32677650000000003,0.37746716000000002,.00000000000000,,0,2843.9944,-5.5440259999999998E-2,1.47058823529412,.00000000000000,14.238429999999999,-19.451989999999999,,-19.451989999999999,-400.00000000000000,-400.00000000000000,-400.00000000000000,-400.00000000000000,15.465,.00000000000000,-400.00000000000000,257.36849999999998,18.840969999999999,0,0,,127489.52000000000000,128.05739199999999,3827.00000000000000,3937.00000000000000,3916.66666666666667,3926.00000000000000,3981.00000000000000,4030.00000000000000,4074.00000000000000,4114.00000000000000,3971.50000000000000,3982.00000000000000,4009.33333333333333,4061.00000000000000,4107.00000000000000,4099.00000000000000,4047.00000000000000,4069.00000000000000,3944.00000000000000,3933.00000000000000,3889.00000000000000,3934.00000000000000,3991.83333333333333,4063.00000000000000,4073.00000000000000,4113.00000000000000,3984.00000000000000,3997.00000000000000,4032.00000000000000,4053.50000000000000,4101.00000000000000,4099.33333333333333,4110.00000000000000,4126.83333333333333,14.98814,4127.00000000000000,.00000000000000,0.41991376400000002,0,1.64344320000000,1.20980940000000,2.4895852000000001
1891,2015-10-18 16:36:07.287000000,0,0,0,0,0000000000000008,-171.64705882352941,0,0,0,0.33266448799999998,0.380066876,.00000000000000,,0,2837.9517999999998,-5.5440259999999998E-2,1.24242424242424,.00000000000000,14.238429999999999,-19.451989999999999,,-19.451989999999999,-400.00000000000000,-400.00000000000000,-400.00000000000000,-400.00000000000000,15.465,.00000000000000,-400.00000000000000,256.56439999999998,18.840969999999999,0,0,,127489.78431372549020,128.05487199999999,3827.00000000000000,3937.00000000000000,3916.20000000000000,3926.00000000000000,3981.00000000000000,4030.00000000000000,4074.00000000000000,4114.00000000000000,3972.00000000000000,3982.00000000000000,4009.40000000000000,4061.00000000000000,4107.00000000000000,4099.00000000000000,4047.00000000000000,4069.00000000000000,3944.00000000000000,3933.00000000000000,3889.20000000000000,3934.00000000000000,3991.60000000000000,4063.00000000000000,4073.00000000000000,4113.00000000000000,3984.00000000000000,3997.00000000000000,4032.00000000000000,4053.66666666666667,4101.00000000000000,4099.50000000000000,4110.00000000000000,4126.50000000000000,14.98795,4127.00000000000000,.00000000000000,0.41863203599999999,0,1.64341080000000,1.20979060000000,2.4895711999999999
1892,2015-10-18 16:36:12.297000000,0,0,0,0,0000000000000008,-170.98000000000000,0,0,0,0.32478237199999999,0.38608550000000003,.00000000000000,,0,2843.9944,-5.5440259999999998E-2,1.42424242424242,.00000000000000,14.238429999999999,-19.451989999999999,,-19.451989999999999,-400.00000000000000,-400.00000000000000,-400.00000000000000,-400.00000000000000,15.448983999999999,.00000000000000,-400.00000000000000,257.36849999999998,18.799959999999999,0,0,,127489.24000000000000,128.05126000000001,3827.00000000000000,3937.00000000000000,3916.50000000000000,3926.00000000000000,3981.00000000000000,4030.00000000000000,4074.00000000000000,4114.00000000000000,3971.66666666666667,3982.00000000000000,4009.83333333333333,4061.00000000000000,4107.00000000000000,4099.00000000000000,4047.00000000000000,4069.00000000000000,3944.00000000000000,3933.00000000000000,3889.66666666666667,3934.00000000000000,3991.83333333333333,4063.00000000000000,4073.33333333333333,4113.00000000000000,3984.00000000000000,3997.00000000000000,4032.00000000000000,4053.80000000000000,4101.00000000000000,4100.00000000000000,4110.00000000000000,4126.80000000000000,14.987582,4127.00000000000000,.00000000000000,0.41880703600000002,0,1.64337900000000,1.20974440000000,2.4895527999999998
1893,2015-10-18 16:36:17.303000000,0,0,0,0,0000000000000008,-170.42000000000000,0,0,0,0.33630371999999997,0.37103843199999997,.00000000000000,,0,2843.9944,-5.5440259999999998E-2,1.27272727272727,.00000000000000,14.19937,-19.451989999999999,,-19.451989999999999,-400.00000000000000,-400.00000000000000,-400.00000000000000,-400.00000000000000,15.42496,.00000000000000,-400.00000000000000,256.56439999999998,18.799959999999999,0,0,,127489.56000000000000,128.06322,3827.00000000000000,3937.00000000000000,3917.00000000000000,3926.00000000000000,3981.00000000000000,4030.00000000000000,4074.00000000000000,4114.00000000000000,3971.60000000000000,3982.00000000000000,4010.00000000000000,4061.00000000000000,4107.00000000000000,4099.00000000000000,4047.20000000000000,4069.00000000000000,3944.00000000000000,3933.00000000000000,3889.20000000000000,3934.00000000000000,3992.00000000000000,4063.00000000000000,4073.00000000000000,4113.00000000000000,3984.00000000000000,3997.00000000000000,4032.00000000000000,4053.83333333333333,4101.00000000000000,4099.66666666666667,4110.00000000000000,4126.50000000000000,14.988624,4127.00000000000000,.00000000000000,0.41945266799999997,0,1.64349920000000,1.20987000000000,2.4896606000000001
